loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1410,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,4.348866254,7.77E-06,-7.77E-06,262.72768,1.28E-03,-1.28E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.80411,40.843563,10.68
1411,12167361,K00980.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,47.93094546,1.90E-05,-1.90E-05,179.096467,3.28E-04,-3.28E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.59872,50.720669,10.376
1412,8607720,K00981.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,3.99751422,8.43E-05,-8.43E-05,261.7243,1.52E-02,-1.52E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.73642,44.71331,10.733
1413,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.592633181,,,133.9243804,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.76196,37.09864,15.47
1414,11607193,K00983.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,7.1548608,6.89E-05,-6.89E-05,266.04847,6.23E-03,-6.23E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.87411,49.68549,12.616
1415,11607193,K00983.02,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,5.177577252,,,132.9009561,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.87411,49.68549,12.616
1416,1161345,K00984.01,Kepler-1973 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.28746668,1.52E-05,-1.52E-05,262.06245,2.11E-03,-2.11E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.0488,36.839882,11.631
1417,10227501,K00985.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,2.002779769,7.65E-06,-7.65E-06,261.95791,2.62E-03,-2.62E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.44775,47.264999,14.606
1418,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.18739443,1.94E-05,-1.94E-05,260.86931,1.72E-03,-1.72E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.92596,38.014118,14.138
1419,2854698,K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,,0,0,0,0,76.0498163,8.78E-04,-8.78E-04,161.71445,9.32E-03,-9.32E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.92596,38.014118,14.138
1420,7295235,K00987.01,Kepler-743 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.179267286,3.26E-06,-3.26E-06,261.841607,7.64E-04,-7.64E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.57416,42.806438,12.55
1421,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.38122447,2.13E-05,-2.13E-05,268.02421,1.49E-03,-1.49E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.36478,37.609169,13.562
1422,2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,,0,0,0,0,24.5709023,1.01E-04,-1.01E-04,135.87209,3.30E-03,-3.30E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.36478,37.609169,13.562
1423,10743597,K00989.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,81.221876,1.92E-04,-1.92E-04,184.26164,1.28E-03,-1.28E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.38229,48.045311,15.488
1424,10743597,K00989.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.817026268,4.35E-07,-4.35E-07,132.835239,4.58E-04,-4.58E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.38229,48.045311,15.488
1425,10743597,K00989.03,,CANDIDATE,CANDIDATE,,0,0,0,0,16.15811112,7.39E-05,-7.39E-05,143.00233,3.63E-03,-3.63E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.38229,48.045311,15.488
1426,10743597,K00989.04,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,4.08029328,1.06E-05,-1.06E-05,131.7047,2.01E-03,-2.01E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.38229,48.045311,15.488
1427,10015516,K00990.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,67.69213907,6.02E-05,-6.02E-05,138.534171,7.01E-04,-7.01E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.47363,46.970402,10.7
1428,10154388,K00991.01,Kepler-744 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.06222962,2.75E-05,-2.75E-05,138.22229,1.77E-03,-1.77E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.49612,47.182861,13.581
1429,1432789,K00992.01,Kepler-745 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.93146307,5.19E-05,-5.19E-05,136.49128,4.42E-03,-4.42E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.49942,37.05928,15.214
1430,1432789,K00992.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.57834367,6.38E-05,-6.38E-05,132.2982,1.09E-02,-1.09E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.49942,37.05928,15.214
1431,1718189,K00993.01,Kepler-262 c,CONFIRMED,CANDIDATE,,0,0,0,0,21.85362905,9.23E-05,-9.23E-05,144.32031,3.79E-03,-3.79E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.72867,37.252651,14.246
1432,1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,,0,0,0,0,13.0607936,1.05E-04,-1.05E-04,137.63148,5.77E-03,-5.77E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.72867,37.252651,14.246
1433,1718189,K00993.03,,CANDIDATE,CANDIDATE,,0,0,0,0,86.723653,1.76E-03,-1.76E-03,195.3511,1.68E-02,-1.68E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.72867,37.252651,14.246
1434,1431122,K00994.01,,CANDIDATE,CANDIDATE,,0,0,0,0,4.2989201,2.01E-05,-2.01E-05,132.86187,3.96E-03,-3.96E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.14249,37.061321,14.613
1435,3858949,K00995.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,25.9518461,1.66E-04,-1.66E-04,154.88212,5.92E-03,-5.92E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.71075,38.983608,14.576
1436,3858824,K00996.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,25.9518536,1.41E-04,-1.41E-04,154.88278,4.71E-03,-4.71E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.67657,38.991379,15.342
1437,2157247,K00997.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,5.68628739,1.23E-05,-1.23E-05,135.89269,1.77E-03,-1.77E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.77863,37.564079,14.378
1438,1432214,K00998.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,161.7883271,3.54E-05,-3.54E-05,214.039,1.66E-04,-1.66E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.38269,37.07299,15.661
1439,2165002,K00999.01,Kepler-263 b,CONFIRMED,CANDIDATE,,0,0,0,0,16.56806842,5.23E-05,-5.23E-05,146.15285,2.31E-03,-2.31E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.46976,37.567791,15.391
1440,2165002,K00999.02,Kepler-263 c,CONFIRMED,CANDIDATE,,0,0,0,0,47.3329299,3.46E-04,-3.46E-04,151.41614,5.76E-03,-5.76E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.46976,37.567791,15.391
1441,2441728,K01000.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.856895349,1.49E-06,-1.49E-06,133.67521,1.49E-03,-1.49E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.07446,37.744389,13.098
1442,1871056,K01001.01,Kepler-264 b,CONFIRMED,CANDIDATE,,0,0,0,0,40.8065333,2.08E-04,-2.08E-04,155.71586,4.39E-03,-4.39E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.04462,37.37624,13.038
1443,1871056,K01001.02,Kepler-264 c,CONFIRMED,CANDIDATE,,0,0,0,0,140.10765,1.87E-03,-1.87E-03,216.21749,9.75E-03,-9.75E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.04462,37.37624,13.038
1444,1865042,K01002.01,Kepler-746 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.4815917,1.04E-05,-1.04E-05,132.98828,2.32E-03,-2.32E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.68225,37.35511,13.615
1445,2438502,K01003.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,8.360616221,4.43E-06,-4.43E-06,172.264978,4.43E-04,-4.43E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.32791,37.726742,16.209
1446,2309585,K01004.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.838514968,2.73E-06,-2.73E-06,352.72266,1.03E-03,-1.03E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.89935,37.656059,15.373
1447,5780460,K01005.01,Kepler-747 b,CONFIRMED,CANDIDATE,,0,0,0,0,35.61760233,5.29E-05,-5.29E-05,197.03573,1.10E-03,-1.10E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.4165,41.0298,15.703
1448,5738346,K01006.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,30.6113932,1.01E-04,-1.01E-04,374.6216,2.24E-03,-2.24E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.65094,40.973282,15.97
1449,1725016,K01007.01,Kepler-748 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.40742502,3.66E-05,-3.66E-05,355.49652,3.25E-03,-3.25E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.26291,37.236992,15.242
1450,1722276,K01008.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,569.934135,1.50E-03,-1.50E-03,248.94045,1.71E-03,-1.71E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.69672,37.238041,14.645
1451,892772,K01009.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,5.09246539,4.39E-05,-4.39E-05,357.53594,5.30E-03,-5.30E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.15338,36.678841,15.162
1452,1027438,K01010.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,110.6157662,,,145.83537,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.35403,36.784519,13.62
1453,5728283,K01011.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,6.198273591,5.39E-07,-5.39E-07,183.3731434,6.90E-05,-6.90E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.62027,40.943089,15.67
1454,8127639,K01012.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.023471798,1.53E-06,-1.53E-06,354.8182,1.04E-03,-1.04E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.45575,43.934349,15.381
1455,6047498,K01013.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.51872711,2.46E-07,-2.46E-07,133.676312,4.00E-04,-4.00E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.38556,41.349819,15.348
1456,8125580,K01014.01,Kepler-749 b,CONFIRMED,CANDIDATE,,0,0,0,0,17.31711739,4.69E-05,-4.69E-05,142.36094,2.20E-03,-2.20E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.89722,43.903912,15.759
1457,8158127,K01015.01,Kepler-750 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.42889884,2.35E-05,-2.35E-05,140.1046,2.02E-03,-2.02E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.09689,44.004379,14.5
1458,8158127,K01015.02,Kepler-750 c,CONFIRMED,CANDIDATE,,0,0,0,0,4.08897299,2.15E-05,-2.15E-05,135.76402,5.07E-03,-5.07E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.09689,44.004379,14.5
1459,8158127,K01015.03,,CANDIDATE,CANDIDATE,,0,0,0,0,16.9972894,1.29E-04,-1.29E-04,143.87301,5.61E-03,-5.61E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.09689,44.004379,14.5
1460,8176653,K01016.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,2.866680334,2.85E-06,-2.85E-06,134.066374,8.05E-04,-8.05E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.4722,44.077381,15.028
1461,8174625,K01017.01,Kepler-751 b,CONFIRMED,CANDIDATE,,0,0,0,0,17.44486016,4.90E-05,-4.90E-05,141.6802,2.32E-03,-2.32E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.84384,44.077679,15.007
1462,8183911,K01018.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,8.30697421,3.74E-05,-3.74E-05,137.08254,3.92E-03,-3.92E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.49332,44.051868,13.838
1463,8179973,K01019.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,2.49705175,,,135.3072596,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.48187,44.009151,10.266
1464,2309719,K01020.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,54.35635067,1.60E-05,-1.60E-05,164.070221,2.39E-04,-2.39E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.93085,37.60664,12.899
1465,2558363,K01021.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.54624855,8.73E-07,-8.73E-07,178.5614,1.31E-03,-1.31E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.13388,37.83926,15.996
1466,2716853,K01022.01,Kepler-752 b,CONFIRMED,CANDIDATE,,0,0,0,0,18.82744023,7.93E-05,-7.93E-05,196.19088,3.13E-03,-3.13E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.26813,37.955639,15.762
1467,2716853,K01022.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,68.832195,1.08E-03,-1.08E-03,172.12379,9.64E-03,-9.64E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.26813,37.955639,15.762
1468,2445154,K01023.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,8.4120069,3.51E-05,-3.51E-05,139.64745,3.62E-03,-3.62E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.85382,37.74192,15.156
1469,2715135,K01024.01,Kepler-753 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.747711909,7.49E-06,-7.49E-06,133.29939,1.11E-03,-1.11E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.90326,37.90229,14.496
1470,2574201,K01025.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,37.4783492,2.94E-04,-2.94E-04,157.31713,6.03E-03,-6.03E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.10846,37.857792,15.501
1471,1996399,K01026.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,94.10628163,,,184.9905063,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.40833,37.426762,14.748
1472,2697169,K01027.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,14.71266408,,,366.02309,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.20215,37.94825,15.557
1473,2166206,K01028.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,8.09695764,2.33E-05,-2.33E-05,140.74216,2.38E-03,-2.38E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.73627,37.560341,13.295
1474,2164169,K01029.01,Kepler-1732 b,CONFIRMED,CANDIDATE,,0,0,0,0,32.3122867,1.74E-04,-1.74E-04,133.867,4.70E-03,-4.70E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.29099,37.580799,14.757
1475,2574338,K01030.01,Kepler-1733 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.22961384,4.28E-05,-4.28E-05,138.43961,4.22E-03,-4.22E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.13849,37.859299,15.399
1476,2584163,K01031.01,Kepler-754 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.5598556,1.61E-04,-1.61E-04,135.95038,8.90E-03,-8.90E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.25412,37.846191,15.16
1477,2162635,K01032.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1500.140677,,,176.08226,4.04E-03,-4.04E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.97754,37.532551,13.862
1478,5899544,K01034.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.739428983,1.16E-06,-1.16E-06,354.889074,5.02E-04,-5.02E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.82956,41.141949,15.929
1479,5963222,K01035.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,1.217266418,2.06E-07,-2.06E-07,133.328666,1.41E-04,-1.41E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.76434,41.27528,13.371
1480,5982353,K01036.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,19.56309252,1.63E-06,-1.63E-06,134.3548284,6.89E-05,-6.89E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.52545,41.261841,11.115
1481,6205468,K01037.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,3.7228551,4.85E-06,-4.85E-06,179.30315,1.06E-03,-1.06E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.98337,41.555111,15.513
1482,6153201,K01038.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.530300102,2.54E-07,-2.54E-07,354.985736,3.35E-04,-3.35E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.26038,41.420231,15.435
1483,5802486,K01039.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,1.073917869,5.51E-07,-5.51E-07,177.924088,4.35E-04,-4.35E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.16049,41.0793,15.686
1484,5817553,K01040.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,4.206096814,9.43E-06,-9.43E-06,136.44854,1.83E-03,-1.83E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.47424,41.07589,14.081
1485,5982368,K01041.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,19.56313723,2.32E-05,-2.32E-05,369.11182,8.00E-04,-8.00E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.52863,41.259911,14.035
1486,5816811,K01042.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,2.227718792,2.55E-06,-2.55E-06,134.452638,9.98E-04,-9.98E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.33893,41.073479,14.85
1487,5816811,K01042.02,,FALSE POSITIVE,FALSE POSITIVE,,1,1,0,0,4.45540935,,,134.4555812,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.33893,41.073479,14.85
1488,5816165,K01043.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.591914504,4.62E-07,-4.62E-07,355.353791,5.63E-04,-5.63E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.20035,41.011688,15.643
1489,5802246,K01044.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.525154153,3.08E-07,-3.08E-07,133.744359,5.04E-04,-5.04E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.09866,41.007038,15.058
1490,6066403,K01045.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.303861044,1.19E-06,-1.19E-06,134.212059,7.81E-04,-7.81E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.13589,41.332062,13.555
1491,6209637,K01046.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.73452496,,,133.43108,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.28799,41.560455,13.22
1492,5988031,K01047.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,2.55549176,3.05E-05,-3.05E-05,134.50078,8.87E-03,-8.87E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.77325,41.214729,14.554
1493,5820218,K01048.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.411758679,9.56E-06,-9.56E-06,133.18086,2.24E-03,-2.24E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.9917,41.074989,15.258
1494,5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.525426427,4.26E-07,-4.26E-07,133.187901,6.55E-04,-6.55E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.82181,41.11269,14.797
1495,5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.269091415,1.01E-06,-1.01E-06,133.343682,6.80E-04,-6.80E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.86099,41.09734,13.999
1496,5809890,K01050.02,Kepler-755 c,CONFIRMED,CANDIDATE,,0,0,0,0,2.853133997,4.36E-06,-4.36E-06,133.79678,1.29E-03,-1.29E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.86099,41.09734,13.999
1497,6131236,K01051.01,Kepler-1734 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.79685353,2.25E-05,-2.25E-05,138.11324,2.97E-03,-2.97E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.16321,41.451801,15.391
1498,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,,0,0,0,0,17.02902786,7.53E-05,-7.53E-05,143.33395,3.88E-03,-3.88E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.51047,41.24482,15.381
1499,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.84619236,4.04E-05,-4.04E-05,132.17265,5.28E-03,-5.28E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.51047,41.24482,15.381
1500,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,,0,0,0,0,67.8321638,9.12E-04,-9.12E-04,125.881,1.20E-02,-1.20E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.51047,41.24482,15.381
1501,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,,0,0,0,0,43.1312147,3.58E-04,-3.58E-04,166.26105,7.85E-03,-7.85E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.51047,41.24482,15.381
1502,5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.224866441,4.14E-06,-4.14E-06,133.20824,2.57E-03,-2.57E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.60794,41.201092,15.376
1503,5956656,K01053.02,,CANDIDATE,CANDIDATE,,0,0,0,0,46.245164,4.93E-04,-4.93E-04,136.47891,9.65E-03,-9.65E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.60794,41.201092,15.376
1504,6032981,K01054.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,3.3226948,2.98E-04,-2.98E-04,134.444,3.38E-02,-3.38E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.68259,41.30732,11.899
1505,5866099,K01055.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,36.97708808,8.51E-05,-8.51E-05,133.62681,1.95E-03,-1.95E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.44287,41.17218,13.698
1506,5964985,K01056.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,1.851409163,9.69E-06,-9.69E-06,133.17995,4.88E-03,-4.88E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.2735,41.25769,13.473
