loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1314,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,,0,0,0,0,10.8484518,1.63E-05,-1.63E-05,171.80584,1.22E-03,-1.22E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.57935,44.545959,15.058
1315,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.66833241,3.45E-05,-3.45E-05,137.43988,4.05E-03,-4.05E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.57935,44.545959,15.058
1316,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.082274889,2.47E-07,-2.47E-07,169.6375652,4.87E-05,-4.87E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.83047,44.658138,15.198
1317,8552202,K00914.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.886655224,7.82E-06,-7.82E-06,169.73814,1.55E-03,-1.55E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.72665,44.60751,15.371
1318,8605074,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,37.60166128,5.79E-06,-5.79E-06,194.713383,1.23E-04,-1.23E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.30603,44.714661,15.505
1319,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.314947362,1.71E-06,-1.71E-06,171.313058,4.18E-04,-4.18E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.45483,44.792789,15.142
1320,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,6.71969089,1.39E-05,-1.39E-05,173.35776,1.67E-03,-1.67E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,301.04956,44.706299,15.172
1321,8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,,0,0,0,0,39.6431552,1.04E-05,-1.04E-05,206.596798,2.02E-04,-2.02E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.97751,44.811562,15.011
1322,8672910,K00918.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,5.71489488,1.38E-05,-1.38E-05,134.87432,1.99E-03,-1.99E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.97751,44.811562,15.011
1323,8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,51.42598578,1.28E-05,-1.28E-05,173.535933,1.96E-04,-1.96E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.63898,44.806789,15.631
1324,8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,,0,0,0,0,21.80451611,4.73E-05,-4.73E-05,190.49737,1.71E-03,-1.71E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.71732,44.88731,15.067
1325,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,,0,0,0,0,10.28194593,1.88E-05,-1.88E-05,175.33988,1.44E-03,-1.44E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.84198,44.858089,15.532
1326,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,,0,0,0,0,18.11993039,3.70E-05,-3.70E-05,182.61535,1.64E-03,-1.64E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.84198,44.858089,15.532
1327,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.78402867,1.08E-05,-1.08E-05,133.28133,2.36E-03,-2.36E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.84198,44.858089,15.532
1328,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.15448142,1.03E-05,-1.03E-05,171.6389,1.57E-03,-1.57E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.84689,45.034409,15.365
1329,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.743469797,7.28E-06,-7.28E-06,174.898924,9.99E-04,-9.99E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.09235,45.115528,15.543
1330,8951215,K00924.01,,CANDIDATE,CANDIDATE,,0,0,0,0,39.4759093,1.32E-04,-1.32E-04,173.31207,2.50E-03,-2.50E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.20804,45.244389,15.229
1331,9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,19.97448524,1.75E-06,-1.75E-06,171.6300909,7.08E-05,-7.08E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.72748,45.367661,15.217
1332,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.166353562,2.53E-06,-2.53E-06,170.966145,6.31E-04,-6.31E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.36011,45.414291,15.603
1333,9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,23.89963441,4.79E-06,-4.79E-06,188.982797,1.60E-04,-1.60E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.71768,45.48576,15.453
1334,9140402,K00928.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.494170338,1.26E-06,-1.26E-06,170.852848,4.26E-04,-4.26E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.75943,45.599129,15.251
1335,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.491682808,1.69E-06,-1.69E-06,174.633553,2.16E-04,-2.16E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.55481,45.578861,15.649
1336,9141746,K00929.02,Kepler-730 c,CONFIRMED,CANDIDATE,,0,0,0,0,2.85188338,4.32E-05,-4.32E-05,132.1455,1.33E-02,-1.33E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.55481,45.578861,15.649
1337,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,3.044770796,4.46E-06,-4.46E-06,172.01916,1.15E-03,-1.15E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.68494,45.51683,15.621
1338,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.855603916,3.68E-07,-3.68E-07,170.6787843,7.48E-05,-7.48E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.39316,45.568562,15.272
1339,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,3.855599139,4.00E-06,-4.00E-06,170.67957,8.63E-04,-8.63E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.39542,45.56992,15.054
1340,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,3.187067566,8.80E-06,-8.80E-06,171.64976,2.17E-03,-2.17E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.78848,45.565418,15.653
1341,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.826657508,6.43E-06,-6.43E-06,173.011411,9.25E-04,-9.25E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.1647,45.816509,15.843
1342,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,,0,0,0,0,12.41216347,5.71E-05,-5.71E-05,142.54039,4.09E-03,-4.09E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.1647,45.816509,15.843
1343,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,,0,0,0,0,18.74649011,8.76E-05,-8.76E-05,147.13074,3.76E-03,-3.76E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.1647,45.816509,15.843
1344,9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,,0,0,0,0,20.86021229,2.39E-05,-2.39E-05,180.017757,9.34E-04,-9.34E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.02301,45.853081,15.237
1345,9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,,0,0,0,0,42.63427848,7.67E-05,-7.67E-05,141.16954,1.51E-03,-1.51E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.02301,45.853081,15.237
1346,9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,,0,0,0,0,87.6476068,4.20E-04,-4.20E-04,134.94222,4.05E-03,-4.05E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.02301,45.853081,15.237
1347,9347899,K00935.04,,CANDIDATE,CANDIDATE,,0,0,0,0,9.61731426,3.35E-05,-3.35E-05,142.47479,2.84E-03,-2.84E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.02301,45.853081,15.237
1348,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.467821474,6.13E-06,-6.13E-06,178.415842,5.17E-04,-5.17E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.73203,45.958771,15.073
1349,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,,0,0,0,0,0.893040969,4.61E-07,-4.61E-07,134.540342,4.18E-04,-4.18E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.73203,45.958771,15.073
1350,9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,,0,0,0,0,20.83426731,5.36E-05,-5.36E-05,176.58569,2.10E-03,-2.10E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.01828,45.914688,15.412
1351,9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,,0,0,0,0,9.94602357,2.07E-05,-2.07E-05,171.70192,1.65E-03,-1.65E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.06424,45.976841,15.596
1352,9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,,0,0,0,0,1.04562195,2.72E-06,-2.72E-06,133.91912,2.25E-03,-2.25E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.06424,45.976841,15.596
1353,9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.71462396,3.25E-05,-3.25E-05,132.63866,4.32E-03,-4.32E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.06424,45.976841,15.596
1354,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,,0,0,0,0,3.388012244,9.49E-06,-9.49E-06,170.5336,2.28E-03,-2.28E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.58044,46.097389,15.065
1355,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,,0,0,0,0,5.83909761,2.02E-05,-2.02E-05,132.09261,2.91E-03,-2.91E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.58044,46.097389,15.065
1356,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.620467654,5.92E-06,-5.92E-06,132.06388,3.28E-03,-3.28E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.58044,46.097389,15.065
1357,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,,0,0,0,0,10.6816951,5.17E-05,-5.17E-05,131.55082,3.72E-03,-3.72E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.58044,46.097389,15.065
1358,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.104849417,2.71E-06,-2.71E-06,169.573477,3.26E-04,-3.26E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.04562,46.027359,15.017
1359,9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,,0,0,0,0,6.581477136,5.49E-06,-5.49E-06,174.787814,6.30E-04,-6.30E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.31598,46.023258,15.471
1360,9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.382652873,3.60E-06,-3.60E-06,170.66626,1.19E-03,-1.19E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.31598,46.023258,15.471
1361,9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,,0,0,0,0,24.66461416,4.06E-05,-4.06E-05,189.02031,1.12E-03,-1.12E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.31598,46.023258,15.471
1362,9512687,K00942.01,Kepler-735 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.51517167,1.57E-05,-1.57E-05,174.85855,1.06E-03,-1.06E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.68887,46.172249,15.386
1363,9513865,K00943.01,Kepler-736 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.601465336,5.94E-06,-5.94E-06,171.99184,1.26E-03,-1.26E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.39133,46.180939,15.733
1364,9595686,K00944.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,3.108251172,1.59E-06,-1.59E-06,170.244566,4.09E-04,-4.09E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.79974,46.207569,15.361
1365,9605514,K00945.01,Kepler-1666 b,CONFIRMED,CANDIDATE,,0,0,0,0,25.8474958,1.70E-04,-1.70E-04,188.874,4.62E-03,-4.62E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.9516,46.264721,15.083
1366,9605514,K00945.02,Kepler-1666 c,CONFIRMED,CANDIDATE,,0,0,0,0,40.715561,2.10E-04,-2.10E-04,146.36485,4.08E-03,-4.08E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.9516,46.264721,15.083
1367,9605514,K00945.03,,CANDIDATE,CANDIDATE,,0,0,0,0,66.789347,1.13E-03,-1.13E-03,184.4713,1.44E-02,-1.44E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.9516,46.264721,15.083
1368,9661877,K00946.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,20.42720701,6.13E-05,-6.13E-05,176.71737,2.27E-03,-2.27E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.65915,46.382172,15.163
1369,9710326,K00947.01,Kepler-737 b,CONFIRMED,CANDIDATE,,0,0,0,0,28.59914031,5.49E-05,-5.49E-05,189.92667,1.57E-03,-1.57E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.86285,46.42926,15.19
1370,9761882,K00948.01,Kepler-738 b,CONFIRMED,CANDIDATE,,0,0,0,0,24.58716355,8.74E-05,-8.74E-05,173.70572,2.93E-03,-2.93E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.56967,46.56786,15.598
1371,9766437,K00949.01,Kepler-739 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.53248222,2.23E-05,-2.23E-05,170.76535,1.37E-03,-1.37E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.06799,46.57914,15.485
1372,9772531,K00950.01,,CANDIDATE,CANDIDATE,,0,0,0,0,31.20169247,3.70E-06,-3.70E-06,183.4076137,9.57E-05,-9.57E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.65704,46.537338,15.798
1373,9775938,K00951.01,Kepler-258 b,CONFIRMED,CANDIDATE,,0,0,0,0,13.19720694,1.21E-05,-1.21E-05,171.545479,7.12E-04,-7.12E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.06848,46.57933,15.223
1374,9775938,K00951.02,Kepler-258 c,CONFIRMED,CANDIDATE,,0,0,0,0,33.6528474,1.05E-04,-1.05E-04,147.8025,2.66E-03,-2.66E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.06848,46.57933,15.223
1375,9787239,K00952.01,Kepler-32 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.90127815,7.03E-06,-7.03E-06,171.40674,8.84E-04,-8.84E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.84241,46.574268,15.801
1376,9787239,K00952.02,Kepler-32 c,CONFIRMED,CANDIDATE,,0,0,0,0,8.75209691,1.31E-05,-1.31E-05,170.63671,1.18E-03,-1.18E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.84241,46.574268,15.801
1377,9787239,K00952.03,Kepler-32 d,CONFIRMED,CANDIDATE,,0,0,0,0,22.78078241,3.95E-05,-3.95E-05,155.20408,1.38E-03,-1.38E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.84241,46.574268,15.801
1378,9787239,K00952.04,Kepler-32 e,CONFIRMED,CANDIDATE,,0,0,0,0,2.896005211,4.32E-06,-4.32E-06,133.61228,1.18E-03,-1.18E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.84241,46.574268,15.801
1379,9787239,K00952.05,Kepler-32 f,CONFIRMED,CANDIDATE,,0,0,0,0,0.742957911,2.30E-07,-2.30E-07,133.27936,2.28E-04,-2.28E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.84241,46.574268,15.801
1380,9820483,K00953.01,Kepler-740 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.584101048,1.92E-06,-1.92E-06,170.427829,4.22E-04,-4.22E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.48227,46.692451,15.954
1381,9823457,K00954.01,Kepler-259 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.11528727,1.34E-05,-1.34E-05,174.52257,1.42E-03,-1.42E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.21194,46.615002,15.219
1382,9823457,K00954.02,Kepler-259 c,CONFIRMED,CANDIDATE,,0,0,0,0,36.9250409,1.17E-04,-1.17E-04,174.22246,2.36E-03,-2.36E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.21194,46.615002,15.219
1383,9825625,K00955.01,Kepler-741 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.03902016,1.47E-05,-1.47E-05,175.73059,1.61E-03,-1.61E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.4317,46.617531,15.067
1384,9875711,K00956.01,Kepler-742 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.360870704,6.06E-06,-6.06E-06,175.64459,5.71E-04,-5.71E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.86603,46.789589,15.223
1385,7661409,K00957.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.14051153,5.47E-06,-5.47E-06,178.4691,1.36E-03,-1.36E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.35324,43.335129,15.246
1386,1026957,K00958.01,Kepler-1731 b,CONFIRMED,CANDIDATE,,0,0,0,0,21.76129812,1.73E-05,-1.73E-05,166.540438,6.41E-04,-6.41E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.25449,36.74361,12.559
1387,10002261,K00959.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,12.71379418,2.60E-07,-2.60E-07,175.0725677,1.50E-05,-1.50E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.55972,46.957085,13.102
1388,8176650,K00960.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,15.80110003,1.77E-06,-1.77E-06,177.1533515,8.86E-05,-8.86E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.47067,44.010738,15.513
1389,8561063,K00961.01,Kepler-42 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.213770423,3.27E-07,-3.27E-07,170.483645,1.95E-04,-1.95E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.21906,44.61916,15.92
1390,8561063,K00961.02,Kepler-42 c,CONFIRMED,CANDIDATE,,0,0,0,0,0.453287416,1.02E-07,-1.02E-07,133.869741,1.86E-04,-1.86E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.21906,44.61916,15.92
1391,8561063,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,,0,0,0,0,1.865114193,1.01E-06,-1.01E-06,133.792344,4.76E-04,-4.76E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.21906,44.61916,15.92
1392,8846163,K00962.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,26.77891391,,,186.20963,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.46063,45.01384,14.005
1393,10657664,K00964.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,3.273699006,2.40E-07,-2.40E-07,171.2385098,5.79E-05,-5.79E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.49948,47.996471,13.234
1394,3337351,K00965.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,7.047103499,2.54E-06,-2.54E-06,175.03337,2.52E-04,-2.52E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.11569,38.40419,13.361
1395,3233043,K00966.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.379463865,2.80E-08,-2.80E-08,170.2480164,6.01E-05,-6.01E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.91119,38.335579,13.787
1396,3233043,K00966.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,7.76967007,,,133.0900444,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.91119,38.335579,13.787
1397,6579806,K00967.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,9.88047978,1.55E-06,-1.55E-06,173.608672,1.27E-04,-1.27E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.66916,42.038639,15.212
1398,3560301,K00968.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,4.6484156,7.85E-05,-7.85E-05,261.09395,7.77E-03,-7.77E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.26682,38.61124,10.963
1399,4044005,K00969.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,17.51201477,3.22E-06,-3.22E-06,174.282592,1.43E-04,-1.43E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.61633,39.127239,12.336
1400,11502218,K00970.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.9886021,8.03E-06,-8.03E-06,171.01852,1.59E-03,-1.59E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.09323,49.424484,6.974
1401,11180361,K00971.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.533059312,,,171.2274419,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.0192,48.866741,7.748
1402,11013201,K00972.01,,CANDIDATE,CANDIDATE,,0,0,0,0,13.11896244,6.04E-06,-6.04E-06,261.539434,3.29E-04,-3.29E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.00031,48.542221,9.275
1403,11013201,K00972.02,,CANDIDATE,CANDIDATE,,0,0,0,0,7.82187328,2.24E-05,-2.24E-05,123.49907,2.48E-03,-2.48E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.00031,48.542221,9.275
1404,12366681,K00973.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,13.33386985,,,263.78932,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.08609,51.127041,9.563
1405,9414417,K00974.01,,CANDIDATE,CANDIDATE,,0,0,0,0,53.5057611,1.60E-04,-1.60E-04,172.98304,2.48E-03,-2.48E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.80267,45.988079,9.582
1406,3632418,K00975.01,Kepler-21 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.785821236,5.26E-06,-5.26E-06,260.83731,1.38E-03,-1.38E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.36182,38.714016,8.224
1407,3441784,K00976.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,52.56901867,5.48E-05,-5.48E-05,184.971267,8.37E-04,-8.37E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.94437,38.538868,9.729
1408,11192141,K00977.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.353771892,3.75E-06,-3.75E-06,261.43662,2.00E-03,-2.00E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.71964,48.852016,10.523
1409,11494130,K00978.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,18.95491633,5.80E-05,-5.80E-05,262.46677,2.17E-03,-2.17E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.02679,49.415428,10.988
