loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition
8911,2302997,K07630.01,,CANDIDATE,CANDIDATE
8912,2308411,K07631.01,,FALSE POSITIVE,FALSE POSITIVE
8913,2446134,K07632.01,,FALSE POSITIVE,FALSE POSITIVE
8914,2449053,K07633.01,,FALSE POSITIVE,FALSE POSITIVE
8915,2569995,K07634.01,,CANDIDATE,CANDIDATE
8916,2577353,K07635.01,,CANDIDATE,CANDIDATE
8917,2696205,K07636.01,,CANDIDATE,CANDIDATE
8918,2711131,K07637.01,,FALSE POSITIVE,FALSE POSITIVE
8919,2834805,K07638.01,,CANDIDATE,CANDIDATE
8920,2854839,K07639.01,,FALSE POSITIVE,FALSE POSITIVE
8921,2859299,K07640.01,,FALSE POSITIVE,FALSE POSITIVE
8922,2984990,K07641.01,,CANDIDATE,CANDIDATE
8923,3003019,K07642.01,,FALSE POSITIVE,FALSE POSITIVE
8924,3102309,K07643.01,,FALSE POSITIVE,FALSE POSITIVE
8925,3110177,K07644.01,,CANDIDATE,CANDIDATE
8926,3129238,K07645.01,,CANDIDATE,CANDIDATE
8927,3218844,K07646.01,,FALSE POSITIVE,FALSE POSITIVE
8928,3230095,K07647.01,,FALSE POSITIVE,FALSE POSITIVE
8929,3232249,K07648.01,,CANDIDATE,CANDIDATE
8930,3235282,K07649.01,,FALSE POSITIVE,FALSE POSITIVE
8931,3241647,K07650.01,,FALSE POSITIVE,FALSE POSITIVE
8932,3248696,K07651.01,,FALSE POSITIVE,FALSE POSITIVE
8933,3345973,K07652.01,,FALSE POSITIVE,FALSE POSITIVE
8934,3347807,K07653.01,,FALSE POSITIVE,FALSE POSITIVE
8935,3353454,K07654.01,,FALSE POSITIVE,FALSE POSITIVE
8936,3439126,K07655.01,,FALSE POSITIVE,FALSE POSITIVE
8937,3448456,K07656.01,,FALSE POSITIVE,FALSE POSITIVE
8938,3531231,K07657.01,,FALSE POSITIVE,FALSE POSITIVE
8939,3542542,K07658.01,,FALSE POSITIVE,FALSE POSITIVE
8940,3644631,K07659.01,,FALSE POSITIVE,FALSE POSITIVE
8941,3644738,K07660.01,,FALSE POSITIVE,FALSE POSITIVE
8942,3645282,K07661.01,,FALSE POSITIVE,FALSE POSITIVE
8943,3660581,K07662.01,,CANDIDATE,CANDIDATE
8944,3663141,K07663.01,,FALSE POSITIVE,FALSE POSITIVE
8945,3732972,K07664.01,,FALSE POSITIVE,FALSE POSITIVE
8946,3750350,K07665.01,,FALSE POSITIVE,FALSE POSITIVE
8947,3751231,K07666.01,,FALSE POSITIVE,FALSE POSITIVE
8948,3762750,K07668.01,,CANDIDATE,CANDIDATE
8949,3839294,K07669.01,,FALSE POSITIVE,FALSE POSITIVE
8950,3848083,K07670.01,,CANDIDATE,CANDIDATE
8951,3851194,K07671.01,,FALSE POSITIVE,FALSE POSITIVE
8952,3852476,K07672.01,,FALSE POSITIVE,FALSE POSITIVE
8953,3852872,K07673.01,,CANDIDATE,CANDIDATE
8954,3858943,K07674.01,,FALSE POSITIVE,FALSE POSITIVE
8955,3859042,K07675.01,,FALSE POSITIVE,FALSE POSITIVE
8956,3934657,K07676.01,,CANDIDATE,CANDIDATE
8957,3967501,K07677.01,,FALSE POSITIVE,FALSE POSITIVE
8958,4048898,K07678.01,,CANDIDATE,CANDIDATE
8959,4054784,K07679.01,,CANDIDATE,CANDIDATE
8960,4072271,K07680.01,,CANDIDATE,CANDIDATE
8961,4073017,K07681.01,,CANDIDATE,CANDIDATE
8962,4073089,K07682.01,,FALSE POSITIVE,FALSE POSITIVE
8963,4136659,K07683.01,,FALSE POSITIVE,FALSE POSITIVE
8964,4141587,K07684.01,,FALSE POSITIVE,FALSE POSITIVE
8965,4141593,K07685.01,,CANDIDATE,CANDIDATE
8966,4141593,K07685.02,,CANDIDATE,CANDIDATE
8967,4144873,K07686.01,,FALSE POSITIVE,FALSE POSITIVE
8968,4252671,K07687.01,,CANDIDATE,CANDIDATE
8969,4281068,K07689.01,,FALSE POSITIVE,FALSE POSITIVE
8970,4284980,K07690.01,,FALSE POSITIVE,FALSE POSITIVE
8971,4355503,K07691.01,,FALSE POSITIVE,FALSE POSITIVE
8972,4373195,K07692.01,,FALSE POSITIVE,FALSE POSITIVE
8973,4384909,K07693.01,,CANDIDATE,CANDIDATE
8974,4386607,K07694.01,,FALSE POSITIVE,FALSE POSITIVE
8975,4390912,K07695.01,,FALSE POSITIVE,FALSE POSITIVE
8976,4472143,K07696.01,,FALSE POSITIVE,FALSE POSITIVE
8977,4574319,K07697.01,,FALSE POSITIVE,FALSE POSITIVE
8978,4651399,K07698.01,,FALSE POSITIVE,FALSE POSITIVE
8979,4670267,K07699.01,,FALSE POSITIVE,FALSE POSITIVE
8980,4670361,K07700.01,,CANDIDATE,CANDIDATE
8981,4730442,K07702.01,,FALSE POSITIVE,FALSE POSITIVE
8982,4742188,K07703.01,,CANDIDATE,CANDIDATE
8983,4742452,K07704.01,,CANDIDATE,CANDIDATE
8984,4762283,K07706.01,,CANDIDATE,CANDIDATE
8985,4774646,K07707.01,,FALSE POSITIVE,FALSE POSITIVE
8986,4813793,K07708.01,,CANDIDATE,CANDIDATE
8987,4840156,K07709.01,,FALSE POSITIVE,FALSE POSITIVE
8988,4851283,K07710.01,,FALSE POSITIVE,FALSE POSITIVE
8989,4940203,K07711.01,,CANDIDATE,CANDIDATE
8990,4996057,K07712.01,,CANDIDATE,CANDIDATE
8991,5009688,K07713.01,,FALSE POSITIVE,FALSE POSITIVE
8992,5024429,K07714.01,,FALSE POSITIVE,FALSE POSITIVE
8993,5091479,K07715.01,,CANDIDATE,CANDIDATE
8994,5097856,K07716.01,,CANDIDATE,CANDIDATE
8995,5120225,K07717.01,,FALSE POSITIVE,FALSE POSITIVE
8996,5126932,K07718.01,,FALSE POSITIVE,FALSE POSITIVE
8997,5168498,K07719.01,,FALSE POSITIVE,FALSE POSITIVE
8998,5185765,K07720.01,,FALSE POSITIVE,FALSE POSITIVE
8999,5201593,K07721.01,,FALSE POSITIVE,FALSE POSITIVE
9000,5273713,K07722.01,,FALSE POSITIVE,FALSE POSITIVE
9001,5276332,K07723.01,,FALSE POSITIVE,FALSE POSITIVE
9002,5301093,K07724.01,,FALSE POSITIVE,FALSE POSITIVE
9003,5305399,K07725.01,,FALSE POSITIVE,FALSE POSITIVE
9004,5389632,K07726.01,,FALSE POSITIVE,FALSE POSITIVE
9005,5444491,K07727.01,,FALSE POSITIVE,FALSE POSITIVE
9006,5456319,K07728.01,,FALSE POSITIVE,FALSE POSITIVE
9007,5460434,K07729.01,,CANDIDATE,CANDIDATE
9008,5512513,K07730.01,,FALSE POSITIVE,FALSE POSITIVE
9009,5513861,K07731.01,,FALSE POSITIVE,FALSE POSITIVE
9010,5529552,K07732.01,,FALSE POSITIVE,FALSE POSITIVE
9011,5617259,K07733.01,,CANDIDATE,CANDIDATE
9012,5653795,K07734.01,,FALSE POSITIVE,FALSE POSITIVE
9013,5687986,K07735.01,,CANDIDATE,CANDIDATE
9014,5709103,K07736.01,,FALSE POSITIVE,FALSE POSITIVE
9015,5716508,K07737.01,,FALSE POSITIVE,FALSE POSITIVE
9016,5730380,K07738.01,,FALSE POSITIVE,FALSE POSITIVE
9017,5736801,K07739.01,,FALSE POSITIVE,FALSE POSITIVE
9018,5774375,K07740.01,,FALSE POSITIVE,FALSE POSITIVE
9019,5806800,K07741.01,,FALSE POSITIVE,FALSE POSITIVE
9020,5817957,K07742.01,,FALSE POSITIVE,FALSE POSITIVE
9021,5823557,K07743.01,,FALSE POSITIVE,FALSE POSITIVE
9022,5877292,K07744.01,,CANDIDATE,CANDIDATE
9023,5879448,K07745.01,,FALSE POSITIVE,FALSE POSITIVE
9024,5881307,K07746.01,,CANDIDATE,CANDIDATE
9025,5887316,K07747.01,,FALSE POSITIVE,FALSE POSITIVE
9026,5887393,K07748.01,,FALSE POSITIVE,FALSE POSITIVE
9027,5888187,K07749.01,,CANDIDATE,CANDIDATE
9028,5894182,K07750.01,,CANDIDATE,CANDIDATE
9029,5895083,K07751.01,,FALSE POSITIVE,FALSE POSITIVE
9030,5952448,K07753.01,,FALSE POSITIVE,FALSE POSITIVE
9031,5962509,K07754.01,,FALSE POSITIVE,FALSE POSITIVE
9032,5991070,K07756.01,,FALSE POSITIVE,FALSE POSITIVE
9033,6032920,K07757.01,,FALSE POSITIVE,FALSE POSITIVE
9034,6043538,K07759.01,,CANDIDATE,CANDIDATE
9035,6069674,K07761.01,,FALSE POSITIVE,FALSE POSITIVE
9036,6106046,K07762.01,,CANDIDATE,CANDIDATE
9037,6113752,K07763.01,,FALSE POSITIVE,FALSE POSITIVE
9038,6124137,K07764.01,,CANDIDATE,CANDIDATE
9039,6147851,K07766.01,,FALSE POSITIVE,FALSE POSITIVE
9040,6187888,K07768.01,,FALSE POSITIVE,FALSE POSITIVE
9041,6190535,K07769.01,,FALSE POSITIVE,FALSE POSITIVE
9042,6198256,K07770.01,,FALSE POSITIVE,FALSE POSITIVE
9043,6199716,K07771.01,,FALSE POSITIVE,FALSE POSITIVE
9044,6205566,K07772.01,,FALSE POSITIVE,FALSE POSITIVE
9045,6231721,K07773.01,,CANDIDATE,CANDIDATE
9046,6277410,K07774.01,,CANDIDATE,CANDIDATE
9047,6278670,K07775.01,,CANDIDATE,CANDIDATE
9048,6356400,K07776.01,,CANDIDATE,CANDIDATE
9049,6369845,K07777.01,,FALSE POSITIVE,FALSE POSITIVE
9050,6442602,K07778.01,,FALSE POSITIVE,FALSE POSITIVE
9051,6445531,K07779.01,,FALSE POSITIVE,FALSE POSITIVE
9052,6451368,K07780.01,,CANDIDATE,CANDIDATE
9053,6469946,K07781.01,,FALSE POSITIVE,FALSE POSITIVE
9054,6519865,K07782.01,,FALSE POSITIVE,FALSE POSITIVE
9055,6527016,K07783.01,,FALSE POSITIVE,FALSE POSITIVE
9056,6531143,K07784.01,,FALSE POSITIVE,FALSE POSITIVE
9057,6531617,K07785.01,,CANDIDATE,CANDIDATE
9058,6547322,K07786.01,,FALSE POSITIVE,FALSE POSITIVE
9059,6590307,K07787.01,,FALSE POSITIVE,FALSE POSITIVE
9060,6679504,K07788.01,,FALSE POSITIVE,FALSE POSITIVE
9061,6780367,K07789.01,,FALSE POSITIVE,FALSE POSITIVE
9062,6783732,K07790.01,,FALSE POSITIVE,FALSE POSITIVE
9063,6790592,K07791.01,,CANDIDATE,CANDIDATE
9064,6795089,K07792.01,,FALSE POSITIVE,FALSE POSITIVE
9065,6863158,K07793.01,,CANDIDATE,CANDIDATE
9066,6863187,K07794.01,,FALSE POSITIVE,FALSE POSITIVE
9067,6887030,K07795.01,,CANDIDATE,CANDIDATE
9068,6891124,K07796.01,,CANDIDATE,CANDIDATE
9069,6936966,K07797.01,,FALSE POSITIVE,FALSE POSITIVE
9070,6952971,K07798.01,,CANDIDATE,CANDIDATE
9071,6962901,K07799.01,,FALSE POSITIVE,FALSE POSITIVE
9072,6974867,K07800.01,,FALSE POSITIVE,FALSE POSITIVE
9073,7013923,K07801.01,,FALSE POSITIVE,FALSE POSITIVE
9074,7017437,K07802.01,,FALSE POSITIVE,FALSE POSITIVE
9075,7031066,K07803.01,,FALSE POSITIVE,FALSE POSITIVE
9076,7031340,K07804.01,,FALSE POSITIVE,FALSE POSITIVE
9077,7031638,K07805.01,,FALSE POSITIVE,FALSE POSITIVE
9078,7031726,K07806.01,,FALSE POSITIVE,FALSE POSITIVE
9079,7031898,K07807.01,,FALSE POSITIVE,FALSE POSITIVE
9080,7045605,K07808.01,,FALSE POSITIVE,FALSE POSITIVE
9081,7090867,K07810.01,,FALSE POSITIVE,FALSE POSITIVE
9082,7115550,K07811.01,,FALSE POSITIVE,FALSE POSITIVE
9083,7116024,K07812.01,,FALSE POSITIVE,FALSE POSITIVE
9084,7116519,K07813.01,,FALSE POSITIVE,FALSE POSITIVE
9085,7117126,K07814.01,,FALSE POSITIVE,FALSE POSITIVE
9086,7117147,K07815.01,,FALSE POSITIVE,FALSE POSITIVE
9087,7117485,K07816.01,,FALSE POSITIVE,FALSE POSITIVE
9088,7117710,K07817.01,,FALSE POSITIVE,FALSE POSITIVE
9089,7134626,K07818.01,,CANDIDATE,CANDIDATE
9090,7177766,K07819.01,,FALSE POSITIVE,FALSE POSITIVE
9091,7199644,K07821.01,,FALSE POSITIVE,FALSE POSITIVE
9092,7199724,K07822.01,,FALSE POSITIVE,FALSE POSITIVE
9093,7199756,K07823.01,,FALSE POSITIVE,FALSE POSITIVE
9094,7199883,K07824.01,,FALSE POSITIVE,FALSE POSITIVE
9095,7200485,K07825.01,,FALSE POSITIVE,FALSE POSITIVE
9096,7203326,K07826.01,,FALSE POSITIVE,FALSE POSITIVE
9097,7210749,K07828.01,,FALSE POSITIVE,FALSE POSITIVE
9098,7281668,K07829.01,,FALSE POSITIVE,FALSE POSITIVE
9099,7282154,K07830.01,,FALSE POSITIVE,FALSE POSITIVE
9100,7282168,K07831.01,,FALSE POSITIVE,FALSE POSITIVE
9101,7287028,K07832.01,,CANDIDATE,CANDIDATE
9102,7300182,K07833.01,,CANDIDATE,CANDIDATE
9103,7366501,K07834.01,,CANDIDATE,CANDIDATE
9104,7367164,K07835.01,,CANDIDATE,CANDIDATE
9105,7377200,K07836.01,,FALSE POSITIVE,FALSE POSITIVE
9106,7386391,K07837.01,,FALSE POSITIVE,FALSE POSITIVE
9107,7431709,K07838.01,,FALSE POSITIVE,FALSE POSITIVE
9108,7448023,K07839.01,,FALSE POSITIVE,FALSE POSITIVE
9109,7470491,K07840.01,,FALSE POSITIVE,FALSE POSITIVE
9110,7538434,K07841.01,,FALSE POSITIVE,FALSE POSITIVE
9111,7601665,K07842.01,,CANDIDATE,CANDIDATE
9112,7613620,K07843.01,,CANDIDATE,CANDIDATE
9113,7618364,K07844.01,,FALSE POSITIVE,FALSE POSITIVE
9114,7664272,K07845.01,,FALSE POSITIVE,FALSE POSITIVE
9115,7671950,K07846.01,,CANDIDATE,CANDIDATE
9116,7747103,K07847.01,,CANDIDATE,CANDIDATE
9117,7757698,K07848.01,,FALSE POSITIVE,FALSE POSITIVE
9118,7778664,K07849.01,,CANDIDATE,CANDIDATE
9119,7834712,K07850.01,,CANDIDATE,CANDIDATE
9120,7841368,K07851.01,,FALSE POSITIVE,FALSE POSITIVE
9121,7879648,K07852.01,,FALSE POSITIVE,FALSE POSITIVE
9122,7882360,K07853.01,,FALSE POSITIVE,FALSE POSITIVE
9123,7885494,K07854.01,,FALSE POSITIVE,FALSE POSITIVE
9124,7891264,K07855.01,,FALSE POSITIVE,FALSE POSITIVE
9125,7897936,K07856.01,,FALSE POSITIVE,FALSE POSITIVE
9126,7919516,K07857.01,,FALSE POSITIVE,FALSE POSITIVE
9127,7919867,K07858.01,,FALSE POSITIVE,FALSE POSITIVE
9128,7954278,K07859.01,,CANDIDATE,CANDIDATE
9129,7967517,K07860.01,,FALSE POSITIVE,FALSE POSITIVE
9130,8042747,K07861.01,,FALSE POSITIVE,FALSE POSITIVE
9131,8042835,K07862.01,,FALSE POSITIVE,FALSE POSITIVE
9132,8107150,K07863.01,,CANDIDATE,CANDIDATE
9133,8109692,K07864.01,,FALSE POSITIVE,FALSE POSITIVE
9134,8110757,K07865.01,,CANDIDATE,CANDIDATE
9135,8110758,K07866.01,,FALSE POSITIVE,FALSE POSITIVE
9136,8112324,K07867.01,,FALSE POSITIVE,FALSE POSITIVE
9137,8126531,K07868.01,,FALSE POSITIVE,FALSE POSITIVE
9138,8179286,K07869.01,,FALSE POSITIVE,FALSE POSITIVE
9139,8182107,K07870.01,,CANDIDATE,CANDIDATE
9140,8197767,K07871.01,,FALSE POSITIVE,FALSE POSITIVE
9141,8210370,K07872.01,,FALSE POSITIVE,FALSE POSITIVE
9142,8222395,K07873.01,,CANDIDATE,CANDIDATE
9143,8231299,K07874.01,,FALSE POSITIVE,FALSE POSITIVE
9144,8242769,K07875.01,,CANDIDATE,CANDIDATE
9145,8245108,K07876.01,,FALSE POSITIVE,FALSE POSITIVE
9146,8260269,K07877.01,,FALSE POSITIVE,FALSE POSITIVE
9147,8263187,K07878.01,,CANDIDATE,CANDIDATE
9148,8297017,K07879.01,,CANDIDATE,CANDIDATE
9149,8308516,K07880.01,,CANDIDATE,CANDIDATE
9150,8345473,K07881.01,,FALSE POSITIVE,FALSE POSITIVE
9151,8364232,K07882.01,,CANDIDATE,CANDIDATE
9152,8374394,K07883.01,,FALSE POSITIVE,FALSE POSITIVE
9153,8391983,K07884.01,,CANDIDATE,CANDIDATE
9154,8429014,K07885.01,,FALSE POSITIVE,FALSE POSITIVE
9155,8440062,K07886.01,,FALSE POSITIVE,FALSE POSITIVE
9156,8460634,K07887.01,,FALSE POSITIVE,FALSE POSITIVE
9157,8488381,K07888.01,,CANDIDATE,CANDIDATE
9158,8489260,K07889.01,,CANDIDATE,CANDIDATE
9159,8508493,K07890.01,,FALSE POSITIVE,FALSE POSITIVE
9160,8524110,K07891.01,,FALSE POSITIVE,FALSE POSITIVE
9161,8540376,K07892.01,Kepler-457 d,CONFIRMED,CANDIDATE
9162,8545603,K07893.01,,FALSE POSITIVE,FALSE POSITIVE
9163,8555967,K07894.01,,CANDIDATE,CANDIDATE
9164,8557246,K07895.01,,FALSE POSITIVE,FALSE POSITIVE
9165,8560280,K07896.01,,FALSE POSITIVE,FALSE POSITIVE
9166,8560927,K07897.01,,FALSE POSITIVE,FALSE POSITIVE
9167,8565912,K07898.01,,FALSE POSITIVE,FALSE POSITIVE
9168,8587439,K07899.01,,FALSE POSITIVE,FALSE POSITIVE
9169,8590776,K07900.01,,FALSE POSITIVE,FALSE POSITIVE
9170,8639155,K07902.01,,FALSE POSITIVE,FALSE POSITIVE
9171,8677057,K07903.01,,CANDIDATE,CANDIDATE
9172,8686761,K07904.01,,FALSE POSITIVE,FALSE POSITIVE
9173,8702537,K07905.01,,CANDIDATE,CANDIDATE
9174,8703491,K07906.01,,FALSE POSITIVE,FALSE POSITIVE
9175,8703506,K07907.01,,FALSE POSITIVE,FALSE POSITIVE
9176,8712863,K07908.01,,FALSE POSITIVE,FALSE POSITIVE
9177,8749844,K07909.01,,FALSE POSITIVE,FALSE POSITIVE
9178,8750503,K07910.01,,FALSE POSITIVE,FALSE POSITIVE
9179,8757213,K07911.01,,FALSE POSITIVE,FALSE POSITIVE
9180,8761550,K07912.01,,FALSE POSITIVE,FALSE POSITIVE
9181,8873450,K07913.01,Kepler-1975 b,CONFIRMED,CANDIDATE
9182,8880003,K07914.01,,FALSE POSITIVE,FALSE POSITIVE
9183,8880317,K07915.01,,CANDIDATE,CANDIDATE
9184,8953296,K07916.01,,FALSE POSITIVE,FALSE POSITIVE
9185,8962007,K07917.01,,FALSE POSITIVE,FALSE POSITIVE
9186,9021047,K07919.01,,FALSE POSITIVE,FALSE POSITIVE
9187,9043947,K07920.01,,CANDIDATE,CANDIDATE
9188,9079587,K07921.01,,FALSE POSITIVE,FALSE POSITIVE
9189,9079915,K07922.01,,FALSE POSITIVE,FALSE POSITIVE
9190,9084569,K07923.01,,CANDIDATE,CANDIDATE
9191,9087580,K07924.01,,CANDIDATE,CANDIDATE
9192,9099607,K07925.01,,CANDIDATE,CANDIDATE
9193,9101271,K07926.01,,FALSE POSITIVE,FALSE POSITIVE
9194,9118340,K07927.01,,FALSE POSITIVE,FALSE POSITIVE
9195,9142714,K07928.01,,CANDIDATE,CANDIDATE
9196,9159198,K07929.01,,FALSE POSITIVE,FALSE POSITIVE
9197,9210820,K07930.01,,CANDIDATE,CANDIDATE
9198,9227215,K07931.01,,CANDIDATE,CANDIDATE
9199,9278575,K07932.01,,CANDIDATE,CANDIDATE
9200,9347066,K07933.01,,FALSE POSITIVE,FALSE POSITIVE
9201,9390228,K07934.01,,CANDIDATE,CANDIDATE
9202,9392016,K07935.01,,FALSE POSITIVE,FALSE POSITIVE
9203,9429631,K07937.01,,FALSE POSITIVE,FALSE POSITIVE
9204,9469494,K07938.01,,CANDIDATE,CANDIDATE
9205,9518558,K07939.01,,FALSE POSITIVE,FALSE POSITIVE
9206,9521317,K07940.01,,CANDIDATE,CANDIDATE
9207,9529148,K07942.01,,FALSE POSITIVE,FALSE POSITIVE
9208,9531850,K07943.01,,FALSE POSITIVE,FALSE POSITIVE
9209,9541094,K07944.01,,FALSE POSITIVE,FALSE POSITIVE
9210,9579753,K07945.01,,FALSE POSITIVE,FALSE POSITIVE
9211,9588880,K07946.01,,FALSE POSITIVE,FALSE POSITIVE
9212,9592831,K07947.01,,FALSE POSITIVE,FALSE POSITIVE
9213,9602658,K07948.01,,FALSE POSITIVE,FALSE POSITIVE
9214,9604563,K07949.01,,CANDIDATE,CANDIDATE
9215,9639021,K07950.01,,FALSE POSITIVE,FALSE POSITIVE
9216,9640649,K07951.01,,CANDIDATE,CANDIDATE
9217,9643210,K07952.01,,FALSE POSITIVE,FALSE POSITIVE
9218,9650579,K07953.01,,CANDIDATE,CANDIDATE
9219,9650762,K07954.01,,CANDIDATE,CANDIDATE
9220,9651155,K07955.01,,FALSE POSITIVE,FALSE POSITIVE
9221,9656547,K07956.01,,FALSE POSITIVE,FALSE POSITIVE
9222,9658192,K07957.01,,FALSE POSITIVE,FALSE POSITIVE
9223,9710611,K07958.01,,FALSE POSITIVE,FALSE POSITIVE
9224,9710626,K07959.01,,FALSE POSITIVE,FALSE POSITIVE
9225,9710792,K07960.01,,FALSE POSITIVE,FALSE POSITIVE
9226,9770983,K07961.01,,FALSE POSITIVE,FALSE POSITIVE
9227,9777089,K07962.01,,FALSE POSITIVE,FALSE POSITIVE
9228,9777990,K07963.01,,FALSE POSITIVE,FALSE POSITIVE
9229,9813678,K07964.01,,FALSE POSITIVE,FALSE POSITIVE
9230,9826551,K07965.01,,FALSE POSITIVE,FALSE POSITIVE
9231,9838537,K07966.01,,FALSE POSITIVE,FALSE POSITIVE
9232,9838761,K07967.01,,FALSE POSITIVE,FALSE POSITIVE
9233,9839062,K07968.01,,FALSE POSITIVE,FALSE POSITIVE
9234,9851983,K07969.01,,FALSE POSITIVE,FALSE POSITIVE
9235,9873004,K07970.01,,CANDIDATE,CANDIDATE
9236,9899216,K07971.01,,FALSE POSITIVE,FALSE POSITIVE
9237,9899256,K07972.01,,FALSE POSITIVE,FALSE POSITIVE
9238,9899345,K07973.01,,CANDIDATE,CANDIDATE
9239,9899621,K07974.01,,FALSE POSITIVE,FALSE POSITIVE
9240,9899623,K07975.01,,FALSE POSITIVE,FALSE POSITIVE
9241,9906688,K07976.01,,CANDIDATE,CANDIDATE
9242,9912977,K07977.01,,FALSE POSITIVE,FALSE POSITIVE
9243,9938836,K07978.01,,CANDIDATE,CANDIDATE
9244,9941425,K07979.01,,FALSE POSITIVE,FALSE POSITIVE
9245,9959368,K07980.01,,FALSE POSITIVE,FALSE POSITIVE
9246,9959765,K07981.01,,FALSE POSITIVE,FALSE POSITIVE
9247,10011213,K07982.01,,CANDIDATE,CANDIDATE
9248,10014875,K07983.01,,FALSE POSITIVE,FALSE POSITIVE
9249,10031643,K07984.01,,FALSE POSITIVE,FALSE POSITIVE
9250,10090151,K07985.01,,FALSE POSITIVE,FALSE POSITIVE
9251,10128825,K07986.01,,CANDIDATE,CANDIDATE
9252,10147276,K07987.01,,FALSE POSITIVE,FALSE POSITIVE
9253,10155286,K07988.01,,CANDIDATE,CANDIDATE
9254,10156110,K07989.01,,FALSE POSITIVE,FALSE POSITIVE
9255,10160922,K07990.01,,CANDIDATE,CANDIDATE
9256,10198225,K07991.01,,CANDIDATE,CANDIDATE
9257,10214341,K07992.01,,CANDIDATE,CANDIDATE
9258,10219288,K07993.01,,FALSE POSITIVE,FALSE POSITIVE
9259,10226343,K07994.01,,FALSE POSITIVE,FALSE POSITIVE
9260,10263598,K07995.01,,FALSE POSITIVE,FALSE POSITIVE
9261,10266860,K07996.01,,FALSE POSITIVE,FALSE POSITIVE
9262,10321927,K07997.01,,FALSE POSITIVE,FALSE POSITIVE
9263,10321972,K07998.01,,CANDIDATE,CANDIDATE
9264,10322797,K07999.01,,FALSE POSITIVE,FALSE POSITIVE
9265,10331279,K08000.01,,CANDIDATE,CANDIDATE
9266,10338529,K08002.01,,FALSE POSITIVE,FALSE POSITIVE
9267,10340212,K08003.01,,FALSE POSITIVE,FALSE POSITIVE
9268,10383729,K08004.01,,FALSE POSITIVE,FALSE POSITIVE
9269,10389280,K08005.01,,FALSE POSITIVE,FALSE POSITIVE
9270,10397315,K08006.01,,FALSE POSITIVE,FALSE POSITIVE
9271,10403228,K08007.01,,CANDIDATE,CANDIDATE
9272,10405224,K08008.01,,FALSE POSITIVE,FALSE POSITIVE
9273,10405482,K08009.01,,FALSE POSITIVE,FALSE POSITIVE
9274,10405546,K08010.01,,FALSE POSITIVE,FALSE POSITIVE
9275,10407191,K08011.01,,CANDIDATE,CANDIDATE
9276,10452252,K08012.01,,CANDIDATE,CANDIDATE
9277,10462462,K08013.01,,FALSE POSITIVE,FALSE POSITIVE
9278,10470882,K08014.01,,FALSE POSITIVE,FALSE POSITIVE
9279,10470993,K08015.01,,FALSE POSITIVE,FALSE POSITIVE
9280,10471005,K08016.01,,FALSE POSITIVE,FALSE POSITIVE
9281,10471055,K08017.01,,FALSE POSITIVE,FALSE POSITIVE
9282,10471204,K08018.01,,FALSE POSITIVE,FALSE POSITIVE
9283,10471243,K08019.01,,FALSE POSITIVE,FALSE POSITIVE
9284,10471296,K08020.01,,FALSE POSITIVE,FALSE POSITIVE
9285,10535886,K08021.01,,FALSE POSITIVE,FALSE POSITIVE
9286,10535897,K08022.01,,FALSE POSITIVE,FALSE POSITIVE
9287,10535926,K08023.01,,FALSE POSITIVE,FALSE POSITIVE
9288,10535991,K08024.01,,FALSE POSITIVE,FALSE POSITIVE
9289,10536177,K08025.01,,FALSE POSITIVE,FALSE POSITIVE
9290,10536241,K08026.01,,CANDIDATE,CANDIDATE
9291,10614845,K08027.01,,FALSE POSITIVE,FALSE POSITIVE
9292,10616829,K08028.01,,FALSE POSITIVE,FALSE POSITIVE
9293,10686909,K08029.01,,FALSE POSITIVE,FALSE POSITIVE
9294,10730250,K08030.01,,FALSE POSITIVE,FALSE POSITIVE
9295,10790401,K08031.01,,CANDIDATE,CANDIDATE
9296,10801951,K08032.01,,FALSE POSITIVE,FALSE POSITIVE
9297,10844823,K08033.01,,CANDIDATE,CANDIDATE
9298,10862284,K08034.01,,FALSE POSITIVE,FALSE POSITIVE
9299,10862759,K08035.01,,CANDIDATE,CANDIDATE
9300,10877024,K08036.01,,FALSE POSITIVE,FALSE POSITIVE
9301,10920281,K08037.01,,CANDIDATE,CANDIDATE
9302,10920420,K08038.01,,FALSE POSITIVE,FALSE POSITIVE
9303,11032748,K08039.01,,CANDIDATE,CANDIDATE
9304,11098004,K08041.01,,FALSE POSITIVE,FALSE POSITIVE
9305,11135119,K08042.01,,FALSE POSITIVE,FALSE POSITIVE
9306,11139682,K08043.01,,CANDIDATE,CANDIDATE
9307,11145726,K08044.01,,FALSE POSITIVE,FALSE POSITIVE
9308,11152950,K08045.01,,FALSE POSITIVE,FALSE POSITIVE
9309,11182706,K08046.01,,CANDIDATE,CANDIDATE
9310,11294822,K08047.01,,CANDIDATE,CANDIDATE
9311,11296205,K08048.01,,CANDIDATE,CANDIDATE
9312,11348086,K08049.01,,FALSE POSITIVE,FALSE POSITIVE
9313,11350634,K08050.01,,CANDIDATE,CANDIDATE
9314,11357185,K08051.01,,FALSE POSITIVE,FALSE POSITIVE
9315,11358305,K08052.01,,CANDIDATE,CANDIDATE
9316,11392362,K08053.01,,CANDIDATE,CANDIDATE
9317,11443757,K08054.01,,CANDIDATE,CANDIDATE
9318,11453349,K08055.01,,CANDIDATE,CANDIDATE
